@relation 'AT: marketing_survey-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R15-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute 0.367v11+0.328v6+0.325v5+0.314v13+0.299v12... numeric
@attribute -0.555v3-0.448v4+0.316v11-0.313v2-0.283v5... numeric
@attribute -0.428v12+0.411v8-0.331v13-0.31v2+0.308v9... numeric
@attribute -0.398v2-0.371v10+0.366v6-0.344v9+0.321v5... numeric
@attribute -0.434v1-0.416v7+0.402v4-0.375v2+0.341v10... numeric
@attribute -0.723v14+0.326v11-0.323v13+0.286v12+0.252v7... numeric
@attribute '0.646v1-0.439v7+0.39 v5-0.237v3-0.196v8...' numeric
@attribute -0.427v4-0.419v1+0.365v2+0.355v10+0.337v6... numeric
@attribute 0.488v7-0.434v8+0.404v10+0.334v14-0.317v12... numeric
@attribute '0.55 v9-0.481v11-0.42v8+0.267v7+0.263v12...' numeric
@attribute -0.525v13+0.363v14-0.361v10+0.314v6+0.273v9... numeric
@attribute '0.503v5-0.366v6-0.356v13+0.295v12+0.29 v14...' numeric
@attribute '-0.48v11+0.43 v12+0.366v6+0.36 v10-0.273v5...' numeric
@attribute v15 numeric

@data
-1.150049,-0.066699,0.988331,-0.065015,0.429338,0.382084,-1.397855,-0.33594,-0.331211,0.81482,-1.172984,0.637128,-0.290676,1
2.258789,1.853597,2.709292,0.063901,1.141829,0.803558,2.408243,1.206628,0.444629,0.258385,0.376345,0.518266,0.640132,1
1.542154,-1.953185,0.367729,-1.588846,-0.36759,-0.842911,-0.08046,2.931767,-1.463619,0.753147,0.975358,0.524308,-1.951488,1
3.52731,0.31241,0.289929,-0.789208,-0.601383,-0.362861,2.143572,3.145877,0.26226,1.196104,0.875457,0.828949,-0.390081,2
-0.186474,-1.971739,-1.450528,-1.779697,-1.872159,-0.271649,-1.209421,2.002257,0.640257,0.294425,0.544212,-0.77577,-0.590893,3
-0.936621,0.633755,-0.377736,0.902072,-0.515519,-0.12607,-1.206165,1.218063,0.123296,-0.459302,0.020695,-0.601806,0.438426,2
0.776023,-0.718972,-0.406415,-0.150593,-0.416672,-1.017363,0.822025,-0.399138,0.893459,-1.553168,-1.072336,-0.165187,-0.166189,2
-0.34571,-0.051878,-1.231232,-0.968381,-0.618262,-0.314667,0.581707,0.032591,0.129958,0.337555,-1.160145,0.173793,-0.199825,1
-0.048742,0.537141,-0.058754,1.197227,0.49343,-0.875568,0.636976,-0.217805,1.342296,-0.948528,-1.124863,0.13047,-0.6749,2
0.019045,-0.615984,0.557845,1.226763,0.399612,0.520159,-0.542012,0.603243,0.890928,0.681489,0.286187,0.148227,-0.360851,3
-0.635123,-1.259787,-0.035532,0.119846,-0.217081,-0.029206,0.367157,0.370033,0.387913,-0.426423,-0.38353,0.366063,-0.601264,2
-2.599598,-0.48282,0.075618,-0.07155,0.70199,0.652764,-1.153757,0.029145,-0.212965,0.876683,0.465024,-0.059308,-0.171529,1
3.449738,-0.848818,-0.243716,-0.562917,1.438461,-4.200963,-1.24618,0.525184,1.702333,1.921173,-0.493682,-0.766182,0.450055,2
1.484161,-1.181549,0.372104,-0.79925,-0.976464,-1.573124,0.133421,0.554265,-0.504245,1.446996,-1.313095,-1.980362,-0.805454,3
3.219648,-1.398344,-1.630113,-1.242618,0.60556,-4.030393,0.900262,0.239655,1.617924,2.211082,-0.478941,-1.182073,0.573759,2
-2.261174,-0.130484,0.743729,-0.697088,-0.049125,0.399741,-0.93555,-0.802124,-0.864074,-0.364463,-0.092935,-0.36501,0.704943,1
-0.354561,0.598203,0.112284,-0.342028,0.688384,-0.277632,-1.158741,-0.281058,-0.905408,0.392151,0.174994,0.716159,-0.120429,2
-1.423526,-0.399189,-0.424939,-0.267053,-0.95125,-0.340477,-0.186439,-0.321408,0.921409,-1.020537,1.370702,0.098816,-0.596576,1
-0.895655,-0.148913,-0.404838,0.861368,0.850194,0.039171,1.135031,0.030146,-0.048449,0.416526,-0.020666,0.180843,-0.448879,2
-0.035968,1.086455,-0.564423,-0.294981,-0.48885,-0.236671,-0.588003,-0.666492,0.415018,0.376048,0.553919,0.942997,-0.564098,2
-0.220105,-0.316125,0.754565,0.327562,1.050849,-0.393099,-1.140651,-0.359717,-0.123966,-0.572564,-0.045135,-0.356813,0.331029,2
-0.816325,0.680409,1.649546,-3.425332,-0.336511,-0.489974,1.261166,0.020952,-1.976925,0.290887,-0.409223,0.207416,0.217153,2
-0.961835,0.542413,0.256296,-1.862824,-1.342631,-0.253425,0.517398,-0.579674,-1.326682,-1.30631,0.361411,0.268259,1.081418,1
2.036337,-1.387603,1.212027,-3.746078,-2.092094,0.434546,-0.160346,0.588037,-1.322599,-0.104649,0.730751,-1.150623,-0.552594,1
-0.165423,-1.260709,-1.388507,-0.320766,-0.397115,0.371312,-1.062392,0.991539,-0.380871,0.453332,0.675162,1.190227,-0.112573,2
2.113176,-1.539368,-2.343165,-2.251765,-0.358461,1.717986,-1.761697,-0.942723,-0.461105,-0.620952,1.773912,1.316162,-0.144147,1
1.109505,1.483604,0.227629,-0.705212,0.263177,0.8306,-0.131687,-0.856631,0.91046,-0.46006,-0.038855,0.020782,-1.256992,1
1.808854,1.515156,-1.004818,1.114551,0.849145,1.229868,-2.019691,-1.443269,-0.261674,-0.496205,0.133845,0.203727,-0.215574,1
-0.25337,1.393127,0.625026,-1.418257,1.354116,0.323349,1.06313,1.250094,0.464869,2.466539,-0.841025,-0.134007,0.385721,2
-1.445868,0.897355,1.648139,-0.813017,2.345076,-0.064425,0.321806,-0.303281,-0.732871,1.121833,0.399194,-0.560083,-1.222475,3
0.241275,2.002464,1.570205,-2.07166,0.700564,0.127764,0.750013,1.145761,0.380651,1.149313,-0.654308,-1.017985,0.463199,2
-2.201041,0.736773,-0.005868,0.245661,0.698718,-1.419118,-0.81953,0.733268,-0.404838,-0.195523,-0.658556,-0.681834,-0.103656,1
-1.508577,0.371255,-0.300013,0.799257,0.698045,-0.012849,-0.50463,1.23154,0.744331,-1.496171,0.850493,-1.397093,0.153246,2
1.807654,-2.858374,1.21477,-1.810291,-1.584847,-0.227021,-1.356398,-2.286957,1.835762,-1.554095,-0.174827,0.155058,0.1984,2
1.056085,-1.702779,0.568754,-0.138119,-1.150817,-0.156456,-1.537364,-0.294633,1.70256,0.0074,0.092939,0.500645,0.001505,2
0.103179,-3.687099,1.321477,-2.103147,-0.039804,-0.132882,-0.067589,-1.748057,-1.379975,-0.927027,-0.694289,-0.349644,0.228888,2
-1.332788,-0.790634,-1.022812,-1.552695,-0.075427,0.984298,0.748759,0.25174,0.051874,-0.677108,-0.067692,-0.454927,1.200565,3
0.445869,-0.222245,-1.256407,0.316952,-1.148914,-0.575226,0.84789,-0.252016,-0.223818,0.388065,-0.174705,0.684092,0.032743,2
-0.07044,0.2464,0.509209,0.457905,0.189838,0.19575,0.390794,0.795816,0.366139,-0.625283,-0.175729,-0.133034,0.826762,1
-1.062971,-0.518868,-0.048569,1.2476,0.330652,-1.757067,-0.054533,1.150814,-0.108622,-0.60441,-0.358681,0.377943,-0.180072,2
0.019484,-0.073411,-0.833964,1.21525,-1.599871,-0.30763,0.143348,0.748883,-0.085889,-0.914952,0.595747,0.331798,-0.682563,3
-0.228609,0.809307,-0.409658,1.244272,-0.424469,-0.459843,-1.196273,0.169208,1.008757,-0.363962,-0.192111,0.599613,-0.80684,2
-1.001076,1.077239,-0.055928,0.320747,1.190744,1.120936,-0.571644,1.049924,0.52128,-0.27798,-0.238073,-0.315643,-0.240292,1
-2.353044,0.564873,0.052141,-1.015833,0.994828,-0.630606,0.889916,0.263123,0.572986,0.967787,0.127221,0.011604,0.02919,2
-0.891989,0.446281,-0.902155,0.756575,0.5933,-0.565087,-0.097633,-0.898234,0.599489,0.398874,0.185275,0.522516,0.141967,2
-0.291251,-0.550701,2.539608,2.630491,-0.664065,1.119215,0.300283,1.378613,0.568896,-1.168295,0.816505,0.531682,-0.047028,2
-0.911826,-0.761074,0.674342,0.941366,-0.374837,1.558468,1.704492,-0.664744,-1.241892,0.665861,-0.481147,1.460222,-0.017222,1
1.314476,-1.282371,0.716543,0.72787,-1.071206,0.469319,2.285104,1.17755,-1.071464,-0.946947,0.524046,-0.028598,0.800735,1
-0.409208,-0.617453,0.602784,-0.641586,0.388676,0.332435,0.46341,-0.773732,-0.117583,-0.059565,-1.47804,-0.809029,1.337326,2
-0.743156,1.070058,0.112366,0.34516,-0.094047,-1.682599,-0.279488,1.399354,-0.072556,-0.120092,0.933696,-1.029102,-0.176575,2
-1.910301,-0.491794,-0.065365,0.290041,-0.570566,0.336724,0.39281,0.06826,0.03139,1.079408,0.814495,0.624235,-0.1993,1
-0.52038,-0.344737,-0.571074,1.894967,0.258403,0.075014,-0.087096,-0.154011,0.354981,0.620888,-0.645144,-0.680317,1.12274,2
0.445247,2.103626,0.941208,-1.601236,1.872299,0.119852,0.338546,0.967417,0.844529,1.094596,0.5575,0.61975,-0.185192,1
0.117367,-0.082211,1.092747,-1.779316,0.334498,0.48054,0.666707,0.603635,-1.57196,0.706707,1.419806,-0.846772,0.196121,2
0.940213,2.217789,0.866661,-1.865425,1.272618,-0.36093,-0.197904,1.394545,0.163588,0.469616,0.120026,0.314279,-0.010558,3
0.21045,0.6296,-0.047442,-0.097955,0.64015,-0.63622,0.029599,-0.285811,-0.868994,-0.817852,-0.110047,-1.160564,-0.145329,2
0.224989,-0.565933,-0.168154,-0.211232,1.316888,-0.600704,-0.681822,0.660823,0.476628,-0.638087,-0.849253,-0.031289,-1.237519,1
-0.633561,-0.684784,-0.442163,-0.198383,0.314311,-0.929932,-0.535341,1.507836,-0.514636,-0.430154,0.143677,-0.585188,-0.607984,2
-2.170627,0.07859,-1.154151,0.843569,-1.286906,-0.192472,0.567469,-0.341394,-0.125192,0.539798,-1.068991,0.144563,-0.35192,2
-1.105758,-0.264526,0.547897,0.851921,0.190801,-0.060893,0.357088,0.002464,0.541732,-0.920446,-0.710084,0.013642,-0.219201,2
-0.925913,-1.166531,-0.848109,0.214356,0.000243,-0.675895,1.503863,0.91013,0.392597,-0.355467,-1.30808,-0.51862,0.434327,1
-2.115174,-1.241482,-0.732157,-0.675217,-0.68236,0.545914,0.735241,0.27318,0.298633,0.389688,-1.159912,-0.083752,-0.31012,3
-2.059609,0.088646,-0.091913,0.713666,-1.160558,1.826991,1.123145,-0.052693,0.161193,-0.047796,0.280829,-0.265662,0.249853,1
0.89652,-1.437336,1.707424,1.734451,1.863223,1.758857,-0.148767,-0.663247,0.105594,0.538013,-0.266819,0.807284,0.004409,3
0.415191,-1.455203,0.283928,-0.213836,0.829786,-0.331041,-0.341647,-1.213719,0.051221,-0.080816,-0.253804,-0.599107,0.254737,2
1.561979,-1.382263,0.87942,0.854362,0.411878,-1.461152,2.417185,-0.706154,-0.441771,-0.133595,-0.588534,-0.276479,-0.705307,2
-0.568307,0.034735,0.193697,0.365187,-0.717418,-0.896533,-0.222731,-0.7082,-0.264035,-0.411388,0.548514,0.245533,-0.082551,1
-0.593099,0.889806,0.535216,0.180956,1.404739,0.401439,-0.630497,-0.008373,-1.54518,0.015069,0.042449,-0.348957,0.459411,2
-0.209062,0.022539,-0.003219,0.339733,1.079479,-0.960129,0.360791,-0.778791,0.829352,-0.123673,-0.622138,0.776512,-0.029709,2
-1.359457,0.51971,-0.047775,0.757005,0.75832,-0.769112,-0.079147,0.062204,-0.33227,0.423572,1.121023,1.25029,0.845939,3
-2.263581,0.055014,-0.981159,0.785221,-1.283641,-0.68273,0.789462,-0.707437,0.4263,0.350867,-0.1786,0.796847,-0.105401,2
-1.70447,0.467763,0.60004,1.212209,-0.233428,-0.450689,0.610766,-0.215579,0.565449,-0.403758,0.052255,1.416157,0.682838,3
-1.137426,-0.519313,-0.669892,0.110378,0.175233,-0.024881,1.85772,0.528763,0.728695,-0.649056,-0.748523,-0.054878,0.050613,2
-1.20073,-1.629694,-0.991208,-0.543776,0.406101,0.360075,-0.185363,-0.211338,0.722753,-0.0395,0.378364,0.547727,-0.10468,2
-1.30104,-0.474598,-0.057314,0.813377,-0.381477,1.30905,0.171065,0.49403,0.424281,-0.66419,0.177313,-1.155631,-0.771798,1
0.349532,-0.278807,-0.05665,-0.150398,-1.083687,0.765788,0.298274,-0.408535,0.848427,-0.351515,0.157309,-0.720996,0.162252,1
-0.341754,1.406484,0.663529,-1.584611,2.464373,0.544918,1.42928,0.825124,0.42943,1.311373,-0.033323,-0.550927,0.65351,1
-1.093979,-0.151769,0.695361,-2.167802,-0.005271,-0.308586,0.544735,-0.417977,-0.535532,1.578205,-0.320779,-1.48426,-0.370199,1
0.814823,0.969512,0.632808,-1.899086,0.305253,0.77288,0.386977,1.585874,-0.128184,2.335544,-0.778444,0.986963,0.630176,1
-1.201527,1.375645,-1.166376,0.093717,-0.460579,-0.151907,-0.606555,-0.228133,-0.402094,0.535337,-0.576371,0.205803,-0.036089,2
-2.251231,0.79616,-0.220252,0.832732,1.596613,1.30623,0.106774,0.473661,-0.155252,-0.928149,-0.030524,0.822234,-0.757846,3
-1.196125,-0.103433,0.030329,0.653488,0.327401,0.101707,-0.573226,0.500391,0.452858,-0.267904,0.784371,-0.469248,-1.418638,2
-0.292519,-1.081995,-1.220013,0.571353,0.381551,-0.29136,-0.947059,0.515862,-0.71516,-0.900871,0.482286,-0.566382,-0.773234,3
1.711681,1.033219,-1.779055,1.690133,-0.179947,0.351173,-2.285341,-0.107038,-0.445437,1.090445,-0.47763,-0.857215,0.41341,2
-0.241192,0.591134,-0.74303,2.146922,0.659431,0.996988,-1.070894,-0.396453,-0.628485,0.892789,1.184731,0.122334,1.053193,3
1.274204,1.112722,-1.978068,1.695148,-1.333127,0.531072,-1.6525,-0.562408,-0.831354,0.954231,-0.350263,-1.055254,0.302264,2
0.95143,0.174663,1.532136,1.181913,-2.809528,1.463751,-0.695776,-0.759657,0.826756,0.078446,0.319206,-0.820072,1.424223,2
0.096364,0.214351,-0.364642,1.804385,-1.342237,-0.523888,-0.165857,0.6629,0.404936,0.202141,0.577952,-0.916874,2.072892,1
0.344348,0.048205,0.452605,1.209484,-2.52858,1.687512,-0.017933,0.670499,2.193431,1.108479,-0.366776,0.003672,1.981095,2
-1.652323,-0.599664,0.308649,0.104868,0.752317,-0.158298,0.408487,-0.083501,0.388097,-1.424324,0.23653,-0.457445,0.502591,1
-0.84672,0.130452,-0.606368,-0.266849,0.509139,-1.306994,-1.265399,-0.511761,-0.616569,-1.200382,1.181165,-0.137911,-0.461921,2
-1.135599,0.982245,-0.863995,0.46079,0.494777,-0.918554,0.153884,-0.58644,-0.363921,-0.375461,0.291798,0.615908,0.464124,2
-1.060744,0.019594,-0.590653,-0.112466,1.038366,-0.337778,1.338955,-1.208624,0.049566,0.6158,-0.263101,-0.729185,-0.23756,1
-0.564776,-0.600338,1.102272,-0.324346,0.570969,-0.02033,0.765178,-0.221676,0.335959,0.229654,0.36874,0.138401,-0.625567,3
-1.773689,0.424246,-0.748368,0.409866,0.904111,0.518832,0.299716,-0.440418,0.776122,-0.944652,0.723237,-0.578409,0.369939,3
-1.032264,-0.196261,-1.3539,-0.012632,0.826833,-0.455552,-1.450187,0.846135,0.799675,-0.10357,-0.647346,-0.281948,0.073404,1
1.711066,0.105427,2.399807,2.000832,-0.982149,-0.639315,1.084335,0.796878,0.374056,-0.319863,-0.109767,-0.209857,-0.186467,2
-0.460222,-0.288126,0.848129,1.67191,0.346066,0.249796,0.251456,0.48641,-0.793598,0.009841,0.016099,1.4636,-1.29998,3
0.659127,0.050533,1.949201,1.089393,-0.536444,0.0461,2.003028,1.812138,-1.016997,-0.844356,0.626898,-0.127142,0.076392,2
-0.553852,1.619963,1.258461,-0.475154,0.635998,1.261127,0.665876,-0.015818,-0.279165,-0.478295,-0.350028,0.528879,-0.146056,1
1.143665,-0.218451,2.234142,1.382837,0.145703,1.187199,0.565496,1.739416,-1.157425,-0.113887,0.360782,0.034298,0.092444,2
-1.395868,-1.154765,0.863037,0.525612,-0.810883,1.417065,1.68972,0.155995,-0.470501,-1.052016,-0.564506,0.89671,-0.795227,3
2.220359,0.215556,-1.491119,2.671169,-2.063977,-2.125456,2.605192,1.799197,0.251788,-0.534433,0.686704,-0.020193,-0.525388,2
0.258088,1.490043,-0.663347,0.499401,-0.527266,-0.650986,-0.932106,-0.042428,-0.083674,0.360059,-1.650893,-0.896112,-1.425771,1
1.328363,2.667955,-0.39866,-0.060362,-0.176346,-4.383524,-1.125368,-0.726596,-1.778153,0.677135,0.239706,0.235944,-0.4771,2
-0.569093,-0.887114,-0.053391,-2.810113,-3.652005,-0.676167,1.380906,-2.519105,-0.002888,-0.180841,-0.107384,0.874567,-0.413132,1
0.271481,1.13121,1.219887,-1.734593,-2.16434,-0.374884,2.276781,-2.584216,-1.671229,0.605188,-0.376635,-0.669283,-0.075908,2
0.281915,-0.943845,-2.03983,-0.687831,-3.454994,0.378454,2.57282,-0.047035,-0.003533,0.000044,0.322897,1.106573,0.781153,2
-0.678707,0.584963,1.260705,0.609773,0.856842,-0.756048,-0.212514,0.466314,-0.95645,0.063342,0.393419,-0.525756,0.851201,2
0.486059,0.386871,-3.22094,0.962384,-0.665254,1.145291,-0.160036,-1.082102,-1.536272,1.677412,-1.381514,-0.446829,-0.879224,2
1.149876,-0.526653,-1.037694,-0.255975,-1.180325,1.065377,-0.228015,-1.020744,-0.883524,0.541467,-0.024911,1.281502,1.179319,1
2.063907,-1.211857,-1.277603,2.980681,-1.394124,1.452306,1.266577,0.825946,-1.999073,1.921572,-0.934883,-0.570717,0.760897,1
0.029133,-2.280541,-1.892361,-0.328232,-2.445664,0.99284,3.139541,0.042433,-0.408189,0.887673,-0.755549,1.773641,0.171129,2
1.314328,-0.431879,0.628126,0.413665,-1.507019,1.688747,4.053662,-0.218638,0.759892,-0.771187,0.015727,0.004062,0.951048,1
-0.3566,-0.774192,-2.266153,-2.821949,-2.986889,0.315031,1.270504,-0.883261,-0.774329,0.1934,-0.152196,0.357132,0.658841,1
-0.802207,0.986059,-0.130438,0.743051,0.56997,-0.61191,-1.104292,-0.285156,-0.947976,-0.998482,0.240122,-1.138955,-0.382521,1
-1.171316,0.725377,-0.372547,-0.817716,0.297744,0.572319,-0.00122,0.050503,-1.175133,-1.034514,-0.385839,-0.027819,-0.439431,2
-0.110677,0.323747,0.794867,0.363387,0.400651,-2.408495,-0.613638,-0.59039,1.473326,-1.735904,1.785756,0.711455,-0.089354,5
0.510771,-2.179677,-0.723102,-0.269059,0.904369,-3.292243,-0.082816,-1.112164,1.457956,-0.840552,1.549403,-1.060151,0.543795,2
-0.144074,-1.143908,0.21343,0.892276,0.163266,-3.937793,-1.018385,0.020613,-0.030348,-1.40515,1.164499,-0.535742,0.489814,5
0.276515,-2.529787,0.278239,0.276071,2.65626,-0.794069,-0.449387,0.144036,0.638073,-1.381511,-0.405064,-0.948237,0.476429,2
-2.007635,-1.764994,-0.610626,-0.1549,-0.805728,-0.762865,0.917611,-0.932469,0.980103,0.274304,0.368293,0.584375,-0.364288,2
-1.405433,-0.115307,-0.826246,-0.028523,-0.259882,-0.788415,-0.672499,-0.151674,1.785475,0.603795,-0.533459,0.676118,0.591815,2
-2.113518,0.131002,0.025199,-1.363919,-0.891488,0.963132,1.034288,0.027574,-0.034125,0.047861,-0.447643,0.484715,-0.695112,2
0.451827,-0.525412,-0.275947,-0.730723,-0.772841,-2.413699,1.63949,-0.730307,0.119516,-0.599418,1.871284,1.278278,0.400221,5
2.175618,-0.848943,-0.884855,1.592268,-0.452751,-1.895326,1.875119,-1.923645,0.159295,0.805869,0.734188,1.507322,-1.51406,2
0.06197,-1.565741,-0.194877,1.052669,0.490483,-2.671121,-0.670485,-2.229536,2.109094,0.082883,-0.003782,0.746915,0.559587,5
1.483745,-1.383816,1.259917,1.614519,1.216337,-1.290796,0.603667,0.344709,0.246535,0.460733,-0.099541,0.168473,-1.326873,2
2.363407,1.253216,-2.319981,0.329785,-0.06005,0.908492,-0.280766,-0.215244,0.552508,0.711319,0.82788,1.160897,-0.743715,3
0.524603,0.770804,-0.957879,1.461922,-1.062269,0.20605,0.139924,0.168797,0.32578,-1.897677,0.794526,-0.12302,-1.321415,2
0.708719,1.048592,-2.176243,0.046038,-0.965782,3.028254,-0.164508,-1.246198,-0.099442,-0.19285,-0.029252,0.758079,-0.182181,1
-0.020766,0.597477,2.430487,-1.437963,-1.763976,0.385748,-1.369719,-0.389012,1.130878,-0.759354,-0.895903,1.171701,0.288768,2
1.154402,-0.534891,0.301901,0.950934,2.202879,-0.760453,0.409803,-0.699033,0.074764,1.110198,-0.358174,2.080671,-0.86712,2
0.135558,-0.982033,1.208301,-1.429925,0.972561,-0.48938,-1.101168,-1.199789,-0.350741,-1.138789,0.051872,0.593724,-0.865042,2
0.409739,-2.374219,-0.06879,0.565065,0.72276,2.03112,0.02389,-1.447614,-0.256036,0.089889,-0.407468,1.673911,-1.354259,1
-1.726611,0.438553,-0.605086,-0.219279,-0.841165,-0.018992,0.3663,-1.351255,-0.087078,0.367729,-0.234732,-0.224116,-0.409031,1
-1.278466,-0.179754,-0.395828,-1.174799,0.533898,0.097825,-0.511968,-0.248257,-1.057549,-0.612951,-0.389236,-0.713663,0.329616,2
0.400829,-0.446135,0.107334,-0.36669,0.050784,-1.617008,-0.140446,0.061917,0.643892,-0.62037,-0.642926,-0.43124,0.095778,2
-1.219904,0.83151,0.258474,-0.456424,-0.041885,0.091197,0.542474,0.45064,-0.277979,0.014889,1.388921,-0.605701,0.731742,1
-0.661048,1.043577,-0.892635,1.620575,0.068695,0.464939,-0.069119,-0.72738,-0.079009,0.369762,-0.041978,-0.482486,-0.67168,2
-0.879665,-0.999466,-0.165522,0.603366,0.38864,0.660864,-0.406994,0.817619,0.80133,0.098278,1.070718,0.314999,0.209331,1
-1.692838,0.669941,1.148434,0.257808,1.281263,0.747112,-0.364694,0.437548,0.186655,0.445488,-0.50311,0.415586,0.721788,2
-1.480795,0.997395,-0.199779,-0.709249,-0.382363,-0.335126,-1.235631,0.480484,-0.513753,-0.005812,0.095632,0.828877,-0.406536,3
-1.265933,0.06176,-0.231055,0.23578,-0.488523,-1.011364,-0.326352,-0.208169,-1.279366,-0.00312,-0.219321,-0.878643,0.423518,2
-1.216439,0.424367,-0.441521,-0.72119,-0.709766,-0.94587,0.874165,-0.089569,-0.763487,-0.839543,-1.069735,-0.404017,-0.408228,1
-0.114631,-0.519328,0.383433,-0.1098,-0.228645,-0.727453,0.4307,-0.937505,0.139619,-0.684427,-1.188279,-1.347528,0.075643,2
-0.699957,-0.06992,-0.934738,-0.150755,0.13968,-0.676057,-0.243311,0.27389,-0.432879,-0.27306,-0.049657,-1.170124,0.344916,2
-0.906651,-0.725,0.693742,0.213982,0.574147,-0.765697,0.105029,-0.777761,-0.587729,-1.05535,0.062475,-1.138492,-0.080858,2
-1.024407,-0.393175,0.033297,0.725761,0.793132,-0.983888,-0.00194,1.633962,-0.124054,-0.523225,-1.070683,0.212768,0.085651,1
-2.627959,-0.755035,0.162132,0.696721,0.28582,0.374992,-0.165081,-0.256475,0.135067,0.043643,-0.986149,-0.543865,-0.443504,3
-2.61035,0.541461,0.037091,-0.253641,0.349364,1.104639,-1.255918,0.784392,1.053838,0.723512,-0.634943,0.949586,0.386932,1
-1.499904,0.339838,-0.303627,-0.588703,0.215261,1.257836,-0.285588,-0.224208,-0.568038,0.128765,0.004068,0.731795,0.269336,3
-0.825275,1.38139,0.800304,0.376816,0.330381,-0.339003,0.901515,-0.041309,-1.066709,-0.313385,-0.145818,0.294933,-0.079487,2
-1.336173,0.78253,0.674582,0.90135,-0.634982,-1.709382,-0.482512,0.790723,-0.297862,0.726545,0.311611,0.054684,-0.935345,2
-0.623927,1.440506,-0.526317,0.185851,-1.424912,-0.168046,0.898184,-0.36296,0.801765,-0.350893,0.687289,-0.364549,0.23826,1
2.812336,0.559945,-0.33411,-0.019982,-0.013341,2.760152,2.365529,1.678214,0.607014,-1.02373,-0.251916,0.360915,0.401611,2
0.586483,0.660768,0.545214,0.483915,0.662945,-0.598928,1.102443,0.936331,0.883294,-1.448399,-1.477594,2.132007,0.913494,2
2.636507,1.7779,0.903236,1.399736,0.602286,1.604396,1.670762,0.67912,2.206447,-1.174537,0.58029,1.422309,0.574121,3
0.567945,-0.162448,0.36465,0.884709,-0.140127,-0.389435,0.567307,-0.555742,0.091247,0.050591,1.19964,-0.194528,-0.776794,2
-0.935573,-0.252506,-0.48878,-0.373505,-0.042789,-0.671494,0.649264,0.129575,0.027057,-0.254498,1.262971,0.705763,0.219021,3
-0.859163,-0.386514,0.703316,0.628228,-0.771468,0.011325,-0.265422,1.561567,-0.385426,-0.311051,0.851529,0.221502,-0.881389,2
1.213224,-0.788596,1.645621,1.43855,-0.795944,1.515016,0.101237,1.507425,0.248998,-1.20499,1.006695,1.313366,0.030974,2
1.450024,-0.455842,-0.938585,1.912848,-1.461076,-2.942876,0.770573,0.605394,0.113757,-0.623847,-0.12417,0.870463,-2.381013,1
2.915369,0.951608,2.102175,1.29818,-0.215757,-1.321944,0.551965,1.85547,-2.932013,0.055317,-0.376692,-0.906453,-0.404267,1
1.349704,0.436827,-2.182164,-1.542218,-4.712518,-3.293885,1.276683,-0.775608,-0.591043,-0.533196,-0.71764,0.164997,0.290595,1
0.332883,0.541053,2.035945,-1.72164,-1.961443,0.285407,2.553068,-2.226184,-1.563378,0.575791,-0.696597,-1.733466,-0.220431,1
-1.170492,-0.199753,-2.313052,-1.70869,-3.157529,1.702682,1.828296,-0.346277,-0.488251,0.571399,-0.611409,0.217283,0.623421,1
-1.084702,0.862906,-0.828635,0.123155,0.511695,-0.818506,0.754805,-1.559165,-0.762382,1.295822,-0.971138,-0.758636,0.567557,2
-0.663424,0.592326,0.082429,-1.064631,1.163904,1.004848,0.750102,0.297056,-0.267806,-0.198636,0.382218,-0.285815,0.00612,3
-1.556535,-1.348886,0.161731,-0.387738,-0.074145,-0.806519,-1.118639,0.656242,-0.413752,0.17491,0.284191,0.19436,-0.77,2
-0.042033,-0.250397,-0.877525,1.097653,-0.516632,0.506577,0.154163,1.152385,0.388953,-0.860929,-0.032696,-0.426631,-0.228988,3
0.18305,2.132501,-0.758599,-1.814134,0.531538,0.241286,1.477732,0.051954,1.247282,-1.76622,-0.706656,-0.571316,-0.149239,2
2.112838,-1.049418,-0.027305,-0.446611,1.915641,0.245145,1.324987,0.335746,0.417087,1.120772,-1.030091,1.563913,0.210824,3
1.387821,-1.618979,-1.849507,-1.612642,2.399512,0.893146,1.177426,-0.568599,2.204725,-1.848439,0.156634,-1.00277,0.694197,2
0.90275,-3.524163,-0.770432,0.472531,1.998721,-0.008403,0.185477,-0.356115,0.33701,0.186903,-0.996301,0.944343,0.59917,2
2.094467,-1.894634,-0.178078,-0.327031,0.431617,-1.191908,-1.306767,-1.44792,0.215121,0.469449,0.092396,-0.799452,0.523662,1
-0.521073,0.902542,0.178419,1.64611,0.681188,0.584151,-0.549205,-0.485519,-0.498648,-0.177137,0.42112,0.564185,-0.699116,2
-0.25878,1.322425,2.636032,-1.338303,0.411921,-0.925243,0.921494,-0.356831,-1.716438,-0.656068,0.506128,0.041036,-0.167381,1
-0.219718,1.156125,1.459478,0.010864,-0.348959,-1.431534,-0.558587,0.525868,-0.77416,-0.758866,-0.517623,1.85737,0.744523,2
1.351161,1.108882,1.414455,-0.869444,-0.231667,-1.262124,0.09518,-0.964643,-1.648442,0.423409,0.613391,0.828145,0.129324,2
-1.887083,0.012648,0.213869,1.105199,-0.549958,-0.093155,-0.266086,-0.209602,-0.195913,-0.348655,-0.253928,-0.027475,0.520832,1
